,sentence,values
3977,a penetrating glimpse into the tissue-thin ego of the stand-up comic .,0.44444
3978,kids should have a stirring time at this beautifully drawn movie .,0.8333299999999999
3979,and adults will at least have a dream image of the west to savor whenever the film 's lamer instincts are in the saddle .,0.38889
3980,paid in full is remarkably engaging despite being noticeably derivative of goodfellas and at least a half dozen other trouble-in-the-ghetto flicks .,0.73611
3981,"less cinematically powerful than quietly and deeply moving , which is powerful in itself .",0.58333
3982,waydowntown manages to nail the spirit-crushing ennui of denuded urban living without giving in to it .,0.66667
3983,"each of these stories has the potential for touched by an angel simplicity and sappiness , but thirteen conversations about one thing , for all its generosity and optimism , never resorts to easy feel-good sentiments .",0.81944
3984,"if borstal boy is n't especially realistic , it is an engaging nostalgia piece .",0.54167
3985,"often demented in a good way , but it is an uneven film for the most part .",0.33333
3986,"the script 's snazzy dialogue establishes a realistic atmosphere that involves us in the unfolding crisis , but the lazy plotting ensures that little of our emotional investment pays off .",0.41667
3987,"maggie smith as the ya-ya member with the o2-tank will absolutely crack you up with her crass , then gasp for gas , verbal deportment .",0.8333299999999999
3988,"this is a movie that refreshes the mind and spirit along with the body , so original is its content , look , and style .",0.95833
3989,"although i did n't hate this one , it 's not very good either .",0.36111
3990,it can be safely recommended as a video\/dvd babysitter .,0.79167
3991,another best of the year selection .,0.88889
3992,"the film has the high-buffed gloss and high-octane jolts you expect of de palma , but what makes it transporting is that it 's also one of the smartest , most pleasurable expressions of pure movie love to come from an american director in years .",0.76389
3993,it 's a very valuable film ...,0.80556
3994,"max pokes , provokes , takes expressionistic license and hits a nerve ... as far as art is concerned , it 's mission accomplished .",0.70833
3995,"literary purists may not be pleased , but as far as mainstream matinee-style entertainment goes , it does a bang-up job of pleasing the crowds .",0.88889
3996,"here polanski looks back on those places he saw at childhood , and captures them by freeing them from artefact , and by showing them heartbreakingly drably .",0.55556
3997,"the story itself it mostly told through on-camera interviews with several survivors , whose riveting memories are rendered with such clarity that it 's as if it all happened only yesterday .",0.88889
3998,a compelling story of musical passion against governmental odds .,0.72222
3999,"with `` ichi the killer '' , takashi miike , japan 's wildest filmmaker gives us a crime fighter carrying more emotional baggage than batman ...",0.38889
4000,you never know where changing lanes is going to take you but it 's a heck of a ride .,0.66667
4001,samuel l. jackson is one of the best actors there is .,0.93056
4002,( breheny 's ) lensing of the new zealand and cook island locations captures both the beauty of the land and the people .,0.80556
4003,an almost unbearably morbid love story .,0.18056
4004,the wild thornberrys movie has all the sibling rivalry and general family chaos to which anyone can relate .,0.68056
4005,a forceful drama of an alienated executive who re-invents himself .,0.72222
4006,spielberg 's realization of a near-future america is masterful .,0.93056
4007,"this makes minority report necessary viewing for sci-fi fans , as the film has some of the best special effects ever .",0.8333299999999999
4008,the gags that fly at such a furiously funny pace that the only rip off that we were aware of was the one we felt when the movie ended so damned soon .,0.8472200000000001
4009,the best film of the year  .,0.79167
4010,"an enthralling , entertaining feature .",0.875
4011,"stripped almost entirely of such tools as nudity , profanity and violence , labute does manage to make a few points about modern man and his problematic quest for human connection .",0.33333
4012,"a remarkable movie with an unsatisfying ending , which is just the point .",0.68056
4013,"all in all , brown sugar is a satisfying well-made romantic comedy that 's both charming and well acted .",0.88889
4014,it will guarantee to have you leaving the theater with a smile on your face .,0.875
4015,smith finds amusing juxtapositions that justify his exercise .,0.625
4016,working from a surprisingly sensitive script co-written by gianni romoli ... ozpetek avoids most of the pitfalls you 'd expect in such a potentially sudsy set-up .,0.81944
4017,an older cad instructs a younger lad in zen and the art of getting laid in this prickly indie comedy of manners and misanthropy .,0.70833
4018,`` austin powers in goldmember '' has the right stuff for silly summer entertainment and has enough laughs to sustain interest to the end .,0.81944
4019,one of ( jaglom 's ) better efforts -- a wry and sometime bitter movie about love .,0.59722
4020,"schaeffer is n't in this film , which may be why it works as well as it does .",0.76389
4021,"a fresh , entertaining comedy that looks at relationships minus traditional gender roles .",0.81944
4022,"although estela bravo 's documentary is cloyingly hagiographic in its portrait of cuban leader fidel castro , it 's still a guilty pleasure to watch .",0.76389
4023,"surprisingly , the film is a hilarious adventure and i shamelessly enjoyed it .",0.73611
4024,"the way home is an ode to unconditional love and compassion garnered from years of seeing it all , a condition only the old are privy to , and ... often misconstrued as weakness .",0.66667
4025,"brutally honest and told with humor and poignancy , which makes its message resonate .",0.80556
4026,"if you can read the subtitles ( the opera is sung in italian ) and you like ` masterpiece theatre ' type costumes , you 'll enjoy this movie .",0.69444
4027,"a pretty funny movie , with most of the humor coming , as before , from the incongruous but chemically perfect teaming of crystal and de niro .",0.88889
4028,"gangster no.  is solid , satisfying fare for adults .",0.80556
